Rank	Pos	size	score	Enrichment	pvalue	MutNumber	Tumor
10339	chr5:132409969-132411976	2007	1000	27.75979	249.67607	0	DHL
1034	chr14:58242462-58247227	4765	1000	59.71339	745.17743	0	DHL
10340	chr15:89399130-89400938	1808	1000	20.22462	249.63126	0	DHL
10341	chr11:111297937-111301024	3087	1000	23.86577	249.57945	2	DHL
10342	chr8:9719959-9723707	3748	1000	43.46413	249.56192	1	DHL
10343	chr6:35497186-35498389	1203	1000	35.17213	249.45705	0	DHL
10344	chr20:32483660-32485397	1737	1000	30.73431	249.27895	0	DHL
10345	chr9:137076722-137078831	2109	1000	23.55469	249.03651	0	DHL
10346	chr16:1614462-1615942	1480	1000	32.89389	248.99770	0	DHL
10347	chr8:135456574-135457376	802	1000	32.89389	248.99770	0	DHL
10348	chr14:89617595-89619642	2047	1000	35.75729	248.95126	0	DHL
10349	chr1:226673265-226678212	4947	1000	21.69903	248.91324	0	DHL
1035	chr3:51993927-51996429	2502	1000	51.53882	745.12140	0	DHL
10350	chr5:81746990-81750300	3310	1000	29.17331	248.91077	0	DHL
10351	chr19:9323322-9325489	2167	1000	39.42390	248.86285	0	DHL
10352	chr7:104940812-104945894	5082	1000	22.57052	248.85371	0	DHL
10353	chr18:9614703-9615745	1042	1000	25.85234	248.84161	0	DHL
10354	chr2:11155357-11156408	1051	1000	25.85234	248.84161	0	DHL
10355	chr5:42991679-42993470	1791	1000	32.79691	248.68427	0	DHL
10356	chr11:287056-290264	3208	1000	36.37442	248.49017	0	DHL
10357	chr19:1904401-1906433	2032	1000	24.57335	248.06442	0	DHL
10358	chr3:115783607-115785168	1561	1000	24.57335	248.06442	0	DHL
10359	chr2:113583318-113585299	1981	1000	33.26867	248.01221	0	DHL
1036	chr17:7239805-7243718	3913	1000	70.70999	745.08276	0	DHL
10360	chr6:136549423-136550957	1534	1000	40.87277	247.93387	0	DHL
10361	chr7:75441541-75443581	2040	1000	43.23170	247.80887	0	DHL
10362	chr12:12559013-12563509	4496	1000	30.59397	247.72560	0	DHL
10363	chr1:26529227-26531614	2387	1000	19.45191	247.59212	0	DHL
10364	chr6:117674505-117678064	3559	1000	21.61493	247.53857	0	DHL
10365	chr16:89921755-89924578	2823	1000	22.48131	247.45953	0	DHL
10366	chr19:52569954-52571142	1188	1000	38.44632	247.41203	0	DHL
10367	chr9:135905398-135907318	1920	1000	38.44632	247.41203	0	DHL
10368	chr14:50002370-50004188	1818	1000	25.74326	247.37889	0	DHL
10369	chr20:62952121-62954915	2794	1000	25.74326	247.37889	0	DHL
1037	chr2:200525261-200528518	3257	1000	54.94767	744.99213	0	DHL
10370	chr3:129606885-129607664	779	1000	25.74326	247.37889	0	DHL
10371	chr2:174325764-174327725	1961	1000	33.76368	247.37321	0	DHL
10372	chr11:118565515-118566146	631	1000	29.83175	247.13341	0	DHL
10373	chr5:102754516-102756725	2209	1000	28.69511	247.11977	0	DHL
10374	chr7:1024608-1029739	5131	1000	28.69511	247.11977	0	DHL
10375	chr7:69822637-69828167	5530	1000	18.81961	247.06206	0	DHL
10376	chr1:179025023-179026012	989	1000	27.10082	247.03847	0	DHL
10377	chr9:127770097-127772165	2068	1000	25.66324	247.03316	0	DHL
10378	chr7:149421791-149422496	705	1000	31.62135	246.97440	0	DHL
10379	chr18:79400914-79406625	5711	1000	30.37319	246.95081	1	DHL
1038	chr6:36027219-36030579	3360	1000	64.64701	744.92560	0	DHL
10380	chrX:35890804-35893155	2351	1000	42.86578	246.93134	0	DHL
10381	chr4:175999601-176003124	3523	1000	36.19436	246.84309	0	DHL
10382	chr16:11585673-11588040	2367	1000	20.76281	246.46985	0	DHL
10383	chr12:122063785-122065630	1845	1000	23.36473	246.20731	0	DHL
10384	chr10:119206160-119208836	2676	1000	30.45363	246.17422	0	DHL
10385	chr1:160099024-160099692	668	1000	22.39210	246.06705	0	DHL
10386	chr3:136818274-136820257	1983	1000	22.39210	246.06705	0	DHL
10387	chr8:21919680-21922645	2965	1000	42.99927	246.05814	0	DHL
10388	chr10:91907702-91909638	1936	1000	38.35770	246.02200	0	DHL
10389	chrX:153596511-153599165	2654	1000	38.35770	246.02200	0	DHL
1039	chr11:6480077-6482846	2769	1000	62.88197	744.78339	0	DHL
10390	chr10:119103989-119105636	1647	1000	25.63418	245.91800	0	DHL
10391	chr17:6853386-6856881	3495	1000	25.63418	245.91800	0	DHL
10392	chrX:40103292-40110228	6936	1000	25.63418	245.91800	0	DHL
10393	chr1:91403934-91405263	1329	1000	32.58357	245.81895	0	DHL
10394	chr12:51591144-51591936	792	1000	32.58357	245.81895	0	DHL
10395	chr9:38392184-38393645	1461	1000	33.60135	245.76781	0	DHL
10396	chrX:15854983-15856675	1692	1000	33.60135	245.76781	0	DHL
10397	chr15:85327864-85332159	4295	1000	18.75118	245.75658	0	DHL
10398	chr12:110686180-110689916	3736	1000	35.40672	245.67918	0	DHL
10399	chr11:59282765-59285025	2260	1000	28.56701	245.60237	0	DHL
104	chr19:5620393-5626393	6000	1000	85.85984	876.86969	0	DHL
1040	chr5:138573559-138576362	2803	1000	49.99588	744.76843	0	DHL
10400	chr19:1489453-1490840	1387	1000	28.56701	245.60237	0	DHL
10401	chr22:22128059-22131565	3506	1000	28.56701	245.60237	0	DHL
10402	chr17:50541495-50542840	1345	1000	29.69615	245.59538	0	DHL
10403	chr13:20117998-20119900	1902	1000	26.98299	245.55096	0	DHL
10404	chr2:44167363-44168500	1137	1000	26.98299	245.55096	0	DHL
10405	chrX:150982363-150983297	934	1000	42.24293	245.42587	0	DHL
10406	chr1:157817100-157820584	3484	1000	26.42809	245.29218	0	DHL
10407	chr8:61138960-61140110	1150	1000	17.17277	245.04903	0	DHL
10408	chr6:106518520-106524148	5628	1000	26.08947	244.87808	0	DHL
10409	chr1:145607886-145610012	2126	1000	23.26975	244.79533	0	DHL
1041	chr22:21981201-21983197	1996	1000	71.82747	744.73718	0	DHL
10410	chr22:42368528-42370137	1609	1000	23.26975	244.79533	0	DHL
10411	chr8:42051754-42053058	1304	1000	23.26975	244.79533	0	DHL
10412	chr5:139708577-139712289	3712	1000	30.04327	244.73068	0	DHL
10413	chr20:21099519-21101816	2297	1000	28.06382	244.71764	0	DHL
10414	chrX:48539544-48541100	1556	1000	31.89334	244.65024	0	DHL
10415	chr2:38960500-38962316	1816	1000	35.04301	244.60760	0	DHL
10416	chrX:7926088-7928486	2398	1000	35.04301	244.60760	0	DHL
10417	chr15:39997126-40000780	3654	1000	24.65971	244.56580	0	DHL
10418	chrX:150693748-150695435	1687	1000	38.16100	244.34299	0	DHL
10419	chrX:18424580-18426765	2185	1000	42.76684	244.30975	0	DHL
1042	chr6:37170089-37175660	5571	1000	54.32038	744.62488	20	DHL
10420	chr18:47930835-47932367	1532	1000	26.66226	244.24809	0	DHL
10421	chr2:71000605-71001568	963	1000	27.66308	244.19003	0	DHL
10422	chr2:70140350-70142732	2382	1000	25.44575	244.11626	0	DHL
10423	chr10:48656396-48657337	941	1000	26.86516	244.06535	0	DHL
10424	chr7:95433652-95435702	2050	1000	31.32582	243.83746	0	DHL
10425	chr14:77121679-77125663	3984	1000	25.13957	243.76671	0	DHL
10426	chr6:42451145-42453844	2699	1000	20.60371	243.76479	0	DHL
10427	chr14:88791750-88793816	2066	1000	28.35239	243.76035	0	DHL
10428	chr15:80694115-80695072	957	1000	42.01582	243.68819	0	DHL
10429	chr1:43990961-43992579	1618	1000	19.23657	243.63277	0	DHL
1043	chr2:136113374-136120039	6665	1000	52.71311	744.58777	16	DHL
10430	chr17:83050673-83051852	1179	1000	23.17477	243.38513	0	DHL
10431	chr9:69120299-69123291	2992	1000	23.17477	243.38513	0	DHL
10432	chr3:122679356-122681965	2609	1000	32.79341	243.22745	0	DHL
10433	chr1:145424293-145426268	1975	1000	29.90482	243.18816	0	DHL
10434	chr10:22228347-22231347	3000	1000	29.90482	243.18816	0	DHL
10435	chr1:16498262-16500173	1911	1000	30.17295	243.07750	0	DHL
10436	chr11:68121424-68122506	1082	1000	30.78320	243.06766	0	DHL
10437	chr19:11887321-11889384	2063	1000	30.78320	243.06766	0	DHL
10438	chr10:96717380-96721539	4159	1000	25.41601	243.00175	0	DHL
10439	chr9:468576-471808	3232	1000	28.65236	242.81989	0	DHL
1044	chr17:63771908-63776447	4539	1000	56.84455	744.54846	0	DHL
10440	chr10:45726508-45728162	1654	1000	32.27325	242.64848	0	DHL
10441	chr2:24920386-24921421	1035	1000	32.27325	242.64848	0	DHL
10442	chr11:96340819-96343280	2461	1000	26.74733	242.58167	0	DHL
10443	chr2:104378497-104379705	1208	1000	26.74733	242.58167	0	DHL
10444	chr14:67514436-67516000	1564	1000	28.31080	242.57339	0	DHL
10445	chrX:46911956-46914116	2160	1000	42.53441	242.56374	0	DHL
10446	chr3:115657861-115659528	1667	1000	35.05616	242.41566	0	DHL
10447	chr3:75433962-75436541	2579	1000	35.05616	242.41566	0	DHL
10448	chr2:152334607-152336411	1804	1000	30.26388	242.33844	0	DHL
10449	chr11:46826177-46827625	1448	1000	24.16717	242.32710	0	DHL
1045	chr7:112938038-112941145	3107	1000	40.21701	744.49432	0	DHL
10450	chr7:74092112-74095291	3179	1000	25.03259	242.31715	0	DHL
10451	chr16:22190949-22192882	1933	1000	19.16480	242.31619	0	DHL
10452	chr15:59436651-59438087	1436	1000	23.07979	241.97670	0	DHL
10453	chr21:14063355-14065618	2263	1000	41.78870	241.95285	0	DHL
10454	chr5:141430438-141431721	1283	1000	39.42049	241.88693	0	DHL
10455	chr9:128689164-128689772	608	1000	32.32702	241.73872	0	DHL
10456	chr17:77281387-77283162	1775	1000	30.03262	241.53215	0	DHL
10457	chr1:161258279-161259575	1296	1000	30.63868	241.51149	0	DHL
10458	chr1:205679564-205681060	1496	1000	36.28572	241.46046	0	DHL
10459	chr1:248862587-248864054	1467	1000	16.15274	241.43205	0	DHL
1046	chr7:116862437-116865146	2709	1000	37.76807	744.34198	0	DHL
10460	chr1:148333579-148335685	2106	1000	22.77433	241.42613	0	DHL
10461	chr1:109483000-109483802	802	1000	34.69605	241.35497	0	DHL
10462	chr11:614779-616577	1798	1000	26.42940	241.29054	1	DHL
10463	chr2:110204413-110205705	1292	1000	27.41718	241.19409	0	DHL
10464	chr9:71768979-71769960	981	1000	36.95382	241.05627	0	DHL
10465	chr11:64917409-64918472	1063	1000	19.09302	241.00127	0	DHL
10466	chr1:148458283-148459774	1491	1000	37.76759	240.99164	0	DHL
10467	chr9:113876289-113877018	729	1000	37.76759	240.99164	0	DHL
10468	chr19:48637755-48639185	1430	1000	24.06563	240.89729	0	DHL
10469	chr6:12060116-12062286	2170	1000	24.06563	240.89729	0	DHL
1047	chr6:149564956-149568334	3378	1000	74.21626	744.29987	0	DHL
10470	chr2:55007419-55010985	3566	1000	23.64767	240.88000	0	DHL
10471	chr9:134067832-134069244	1412	1000	32.02340	240.76050	0	DHL
10472	chr16:81737591-81741695	4104	1000	22.98482	240.57005	0	DHL
10473	chr14:102777799-102780175	2376	1000	38.41303	240.41582	0	DHL
10474	chr2:237966206-237967240	1034	1000	19.69637	240.28531	0	DHL
10475	chr5:181215919-181219091	3172	1000	25.43050	240.10622	0	DHL
10476	chr7:106069817-106072969	3152	1000	20.59212	240.09998	0	DHL
10477	chr3:183161746-183163186	1440	1000	25.19785	240.09294	0	DHL
10478	chr16:2720463-2722177	1714	1000	29.89228	239.98882	0	DHL
10479	chr6:26239481-26241431	1950	1000	29.89228	239.98882	1	DHL
1048	chr1:26898939-26901398	2459	1000	65.51701	744.15302	0	DHL
10480	chr7:2403528-2404718	1190	1000	29.89228	239.98882	0	DHL
10481	chr3:122577082-122578825	1743	1000	26.31297	239.81464	0	DHL
10482	chr1:2194790-2195472	682	1000	34.52257	239.73187	0	DHL
10483	chr19:55338450-55339523	1073	1000	20.36506	239.71977	0	DHL
10484	chr1:39214792-39217567	2775	1000	22.23760	239.68509	0	DHL
10485	chr5:110726220-110727274	1054	1000	22.23760	239.68509	0	DHL
10486	chr14:102524206-102526150	1944	1000	26.51167	239.62000	0	DHL
10487	chr2:42791562-42794463	2901	1000	26.51167	239.62000	0	DHL
10488	chr1:110209426-110212143	2717	1000	28.05460	239.55228	0	DHL
10489	chr1:44813207-44814872	1665	1000	31.96293	239.48631	0	DHL
1049	chr19:8319783-8323506	3723	1000	60.40706	744.08313	0	DHL
10490	chrX:31263698-31267386	3688	1000	31.96293	239.48631	0	DHL
10491	chr4:139265657-139267468	1811	1000	23.96409	239.46933	0	DHL
10492	chr11:66069111-66070244	1133	1000	32.95205	239.36711	0	DHL
10493	chr18:3447450-3449501	2051	1000	37.57088	239.31935	0	DHL
10494	chr6:149478602-149485902	7300	1000	28.81492	239.27570	1	DHL
10495	chr2:10301785-10304343	2558	1000	29.98104	239.24606	0	DHL
10496	chr10:47383899-47385225	1326	1000	22.88984	239.16521	0	DHL
10497	chr10:22436317-22438127	1810	1000	34.70560	239.16083	0	DHL
10498	chr18:3011624-3013228	1604	1000	42.06956	239.07878	0	DHL
10499	chr19:2040578-2042165	1587	1000	42.06956	239.07878	0	DHL
105	chr11:10855998-10859592	3594	1000	74.32923	875.53461	0	DHL
1050	chr3:10114826-10117365	2539	1000	56.15783	744.05640	0	DHL
10500	chrX:153599322-153600544	1222	1000	42.06956	239.07878	0	DHL
10501	chr15:89689982-89691376	1394	1000	37.46555	239.03571	0	DHL
10502	chrX:2324634-2326210	1576	1000	28.69871	238.85149	0	DHL
10503	chr22:41998045-41999494	1449	1000	25.08877	238.64136	0	DHL
10504	chr3:59049264-59050594	1330	1000	25.08877	238.64136	0	DHL
10505	chr11:59549155-59552161	3006	1000	20.28550	238.37480	0	DHL
10506	chrX:136778478-136781660	3182	1000	31.28873	238.36295	0	DHL
10507	chrY:8237843-8241621	3778	1000	39.84766	238.32564	0	DHL
10508	chr16:21818703-21821244	2541	1000	26.39384	238.14204	0	DHL
10509	chr4:85147644-85150177	2533	1000	26.39384	238.14204	0	DHL
1051	chr8:143634679-143637480	2801	1000	48.19204	743.85577	0	DHL
10510	chr6:28218116-28219496	1380	1000	27.92649	238.04466	0	DHL
10511	chr19:48713291-48714221	930	1000	26.79424	237.73480	0	DHL
10512	chr15:65981780-65982872	1092	1000	30.73477	237.58823	0	DHL
10513	chr12:124937974-124941364	3390	1000	25.52719	237.55522	0	DHL
10514	chr3:47577912-47578763	851	1000	36.80803	237.25189	0	DHL
10515	chr1:20731381-20733675	2294	1000	24.97969	237.19164	0	DHL
10516	chr6:27806575-27807985	1410	1000	18.87768	237.06625	0	DHL
10517	chr7:149714093-149714761	668	1000	18.87768	237.06625	0	DHL
10518	chr2:73985501-73988798	3297	1000	29.61160	236.90828	0	DHL
10519	chr12:112937895-112940448	2553	1000	32.15972	236.87711	0	DHL
1052	chr7:143262857-143264781	1924	1000	55.49238	743.60956	0	DHL
10520	chr17:77957462-77958842	1380	1000	23.60640	236.86423	0	DHL
10521	chr14:95664659-95668008	3349	1000	24.90204	236.85654	0	DHL
10522	chr1:233327669-233329130	1461	1000	38.79477	236.80177	0	DHL
10523	chr8:95070469-95074186	3717	1000	13.98367	236.79068	0	DHL
10524	chr6:5996375-5997956	1581	1000	26.27601	236.66603	0	DHL
10525	chr22:30327087-30328047	960	1000	23.76100	236.61891	1	DHL
10526	chr15:40941356-40942923	1567	1000	27.79839	236.53905	0	DHL
10527	chr19:45449499-45451744	2245	1000	27.79839	236.53905	0	DHL
10528	chr5:31638507-31639774	1267	1000	27.79839	236.53905	0	DHL
10529	chr9:131272991-131278621	5630	1000	27.79839	236.53905	0	DHL
1053	chr7:149089043-149092054	3011	1000	45.95277	743.57031	0	DHL
10530	chr20:43513271-43514193	922	1000	28.88256	236.40910	0	DHL
10531	chr10:70381559-70383540	1981	1000	21.76762	236.36844	0	DHL
10532	chr1:27359782-27361282	1500	1000	22.69988	236.36089	0	DHL
10533	chr4:1167116-1168246	1130	1000	31.65261	236.33258	0	DHL
10534	chr7:102572080-102572717	637	1000	31.65261	236.33258	0	DHL
10535	chr22:39152764-39153696	932	1000	35.63021	236.23907	0	DHL
10536	chr7:5569437-5570947	1510	1000	25.41474	236.09633	0	DHL
10537	chr3:11724295-11725304	1009	1000	37.17747	235.98157	0	DHL
10538	chr5:143811868-143813694	1826	1000	28.43298	235.81383	0	DHL
10539	chr19:43526129-43527722	1593	1000	24.87061	235.74382	0	DHL
1054	chr19:17859750-17862323	2573	1000	41.47158	743.52356	0	DHL
10540	chr3:62823118-62828460	5342	1000	24.87061	235.74382	0	DHL
10541	chr10:102113133-102116227	3094	1000	41.60470	235.60339	0	DHL
10542	chr10:31133435-31135020	1585	1000	37.80651	235.37485	0	DHL
10543	chr1:162068744-162070729	1985	1000	28.00117	235.25064	0	DHL
10544	chr14:70415760-70417625	1865	1000	20.85798	235.24323	0	DHL
10545	chr7:48034992-48036440	1448	1000	23.25189	235.21452	0	DHL
10546	chr1:29124010-29125307	1297	1000	23.65946	235.19647	0	DHL
10547	chr10:3173054-3174449	1395	1000	27.67029	235.03543	0	DHL
10548	chr19:46016004-46016901	897	1000	27.67029	235.03543	0	DHL
10549	chr8:81110265-81112606	2341	1000	21.67841	234.98997	0	DHL
1055	chr7:133252316-133254942	2626	1000	42.92340	743.38147	0	DHL
10550	chr12:30851154-30852058	904	1000	39.41687	234.91640	0	DHL
10551	chr15:52789530-52791521	1991	1000	33.63549	234.88597	0	DHL
10552	chrX:49268447-49272914	4467	1000	34.00213	234.87573	0	DHL
10553	chr7:152436226-152436619	393	1000	34.36259	234.83002	0	DHL
10554	chr12:101876822-101878332	1510	1000	31.49745	234.75890	0	DHL
10555	chr15:42580989-42582078	1089	1000	31.49745	234.75890	0	DHL
10556	chr2:95159755-95160433	678	1000	31.49745	234.75890	0	DHL
10557	chr2:131682118-131685497	3379	1000	27.58611	234.71799	0	DHL
10558	chr7:21426341-21427238	897	1000	19.78391	234.62009	0	DHL
10559	chr3:48662736-48664637	1901	1000	30.43924	234.47606	0	DHL
1056	chr16:30352908-30356840	3932	1000	59.60094	743.34949	0	DHL
10560	chr18:48538682-48540350	1668	1000	36.19189	234.43185	0	DHL
10561	chr16:424471-425891	1420	1000	20.04685	234.35013	0	DHL
10562	chr6:7910834-7911603	769	1000	24.76152	234.29790	0	DHL
10563	chr19:54461983-54465184	3201	1000	24.98824	234.29236	0	DHL
10564	chr9:34379196-34381547	2351	1000	22.08806	234.28619	0	DHL
10565	chr15:101250303-101251486	1183	1000	36.87708	234.03703	0	DHL
10566	chr2:231393445-231396881	3436	1000	24.68455	233.96582	0	DHL
10567	chr11:9612859-9615832	2973	1000	20.77388	233.88573	0	DHL
10568	chr10:38403047-38404010	963	1000	41.37227	233.86932	0	DHL
10569	chrX:154477774-154479908	2134	1000	41.37227	233.86932	0	DHL
1057	chr19:50476369-50478021	1652	1000	57.44659	743.27826	0	DHL
10570	chr17:5617284-5619905	2621	1000	29.33092	233.83595	0	DHL
10571	chr12:100573171-100574610	1439	1000	39.89915	233.79755	0	DHL
10572	chr6:32943032-32946007	2975	1000	23.55792	233.77589	0	DHL
10573	chr14:64464543-64466372	1829	1000	33.99886	233.76349	0	DHL
10574	chr15:89750256-89751668	1412	1000	34.75378	233.74503	0	DHL
10575	chr12:121466929-121467363	434	1000	36.76762	233.74174	0	DHL
10576	chr16:56988972-56990652	1680	1000	26.04035	233.71983	0	DHL
10577	chr21:43865520-43869528	4008	1000	26.04035	233.71983	0	DHL
10578	chr3:66989936-66990787	851	1000	26.04035	233.71983	0	DHL
10579	chr6:41546492-41548712	2220	1000	37.60433	233.69914	0	DHL
1058	chr3:53345296-53348371	3075	1000	57.44659	743.27826	0	DHL
10580	chr1:108660178-108662403	2225	1000	21.58920	233.61328	0	DHL
10581	chr1:31762654-31764085	1431	1000	21.58920	233.61328	0	DHL
10582	chr3:43285783-43286822	1039	1000	22.50992	233.56383	0	DHL
10583	chr2:148874567-148877280	2713	1000	39.33006	233.53879	0	DHL
10584	chr14:51650575-51651753	1178	1000	27.54218	233.53381	0	DHL
10585	chr2:240564953-240566550	1597	1000	27.54218	233.53381	0	DHL
10586	chr1:181104562-181105367	805	1000	33.46475	233.27780	0	DHL
10587	chr1:158112935-158114281	1346	1000	35.36006	233.23930	0	DHL
10588	chr9:111524764-111526498	1734	1000	31.34229	233.18733	0	DHL
10589	chr4:118591004-118592654	1650	1000	41.02209	233.03021	0	DHL
1059	chr1:28235257-28238155	2898	1000	50.91957	743.22229	0	DHL
10590	chr19:50510448-50512271	1823	1000	30.29148	232.92313	0	DHL
10591	chr7:16420144-16421863	1719	1000	30.29148	232.92313	0	DHL
10592	chr6:10404484-10405321	837	1000	31.24989	232.88905	0	DHL
10593	chr1:16903586-16905231	1645	1000	24.65244	232.85390	0	DHL
10594	chr3:187368044-187369559	1515	1000	24.87767	232.84366	0	DHL
10595	chr11:112280147-112280812	665	1000	15.76419	232.83163	0	DHL
10596	chr16:30332055-30336642	4587	1000	34.00448	232.67747	0	DHL
10597	chr1:30718659-30719434	775	1000	20.68977	232.52997	0	DHL
10598	chr13:112605815-112606565	750	1000	20.68977	232.52997	0	DHL
10599	chr1:234356275-234358528	2253	1000	38.01657	232.48975	0	DHL
106	chr7:55364724-55367925	3201	1000	50.33517	875.32678	0	DHL
1060	chr15:67252719-67255612	2893	1000	64.52173	743.05695	0	DHL
10600	chr12:67988296-67993660	5364	1000	29.19058	232.30289	1	DHL
10601	chrX:48020896-48022010	1114	1000	29.19058	232.30289	0	DHL
10602	chr11:103108702-103110114	1412	1000	25.92252	232.24966	0	DHL
10603	chr19:8505629-8506659	1030	1000	25.92252	232.24966	0	DHL
10604	chr7:149460406-149461317	911	1000	25.92252	232.24966	0	DHL
10605	chr21:43727465-43729897	2432	1000	21.49998	232.23837	0	DHL
10606	chr1:156153916-156157079	3163	1000	27.74069	232.23698	0	DHL
10607	chr17:75753058-75754442	1384	1000	27.74069	232.23698	0	DHL
10608	chrX:48070769-48072312	1543	1000	41.13984	232.13770	0	DHL
10609	chr11:43578491-43580339	1848	1000	34.57371	232.11775	0	DHL
1061	chr19:11088810-11092160	3350	1000	64.52173	743.05695	0	DHL
10610	chr17:4738573-4740328	1755	1000	34.57371	232.11775	0	DHL
10611	chr8:90984562-90986097	1535	1000	26.31146	231.81073	0	DHL
10612	chr2:241609531-241611048	1517	1000	33.29401	231.67184	0	DHL
10613	chr19:2093331-2096693	3362	1000	31.18713	231.61790	0	DHL
10614	chr19:35269287-35270328	1041	1000	35.17493	231.60182	1	DHL
10615	chr4:6908680-6912050	3370	1000	35.17493	231.60182	0	DHL
10616	chr11:64742039-64746373	4334	1000	20.60567	231.17598	0	DHL
10617	chr7:100889804-100890994	1190	1000	20.60567	231.17598	0	DHL
10618	chr9:37368743-37371002	2259	1000	20.60567	231.17598	3	DHL
10619	chr18:50265908-50267101	1193	1000	23.35483	230.94032	0	DHL
1062	chr6:152979644-152985837	6193	1000	75.56285	742.99829	0	DHL
10620	chr17:47692786-47696033	3247	1000	21.41077	230.86528	0	DHL
10621	chr22:36505872-36507842	1970	1000	25.80470	230.78146	1	DHL
10622	chr1:39788639-39790139	1500	1000	22.31997	230.77408	0	DHL
10623	chr1:11653948-11656213	2265	1000	29.05024	230.77191	0	DHL
10624	chr12:10153173-10154434	1261	1000	27.28598	230.53664	0	DHL
10625	chr20:36746187-36746876	689	1000	27.28598	230.53664	0	DHL
