Protein	Gene	Description	WT_1	WT_2	WT_3	OPP_WT_1	OPP_WT_2	OPP_WT_3	OE_1	OE_2	OE_3	OPP_OE_1	OPP_OE_2	OPP_OE_3	Repair_1	Repair_2	Repair_3	OPP_Repair_1	OPP_Repair_2	OPP_Repair_3
Q8NF50	DOCK8	Dedicator_of_cytokinesis_protein_8_OS=Homo_sapiens_OX=9606	851174995	839254199	826436129	1132655748	1025669776	1105469167	882622319	865371685	804524466	1101228574	1104280769	1078974788	939872457	984088513	1052129805	1136187814	1079022329	1097034404
P26640	VARS1	Valine--tRNA_ligase_OS=Homo_sapiens_OX=9606	1153149954	1266908704	1259875424	1289958961	1262342284	1303005069	1018830005	1071664961	1058615708	1183803465	1151970553	1152844668	1255926592	1186627609	1255342845	1186063924	1231027650	1207654016
A5YKK6	CNOT1	CCR4-NOT_transcription_complex_subunit_1_OS=Homo_sapiens_OX=9606	540631978	592834245	566283675	608346014	621280751	620151466	585142651	572391000	614586743	670050484	636970614	646525930	549743356	539139659	555284997	518278568	507725637	517494420
P53618	COPB1	Coatomer_subunit_beta_OS=Homo_sapiens_OX=9606	958498405	1026871539	958116958	1028163675	941301642	990215435	867397381	905094978	977001321	1011544567	965768291	995051822	1072129282	1048740323	1114403915	966172567	949312200	943036145
P48643	CCT5	T-complex_protein_1_subunit_epsilon_OS=Homo_sapiens_OX=9606	5302011279	5661814024	5509570127	5543714337	5856930865	5960078797	5875897456	6053564848	6067132100	6329542249	6333381902	6154566792	5524801767	5308071966	5273264429	5799597300	5830019648	5823305702
Q14152	EIF3A	Eukaryotic_translation_initiation_factor_3_subunit_A_OS=Homo_sapiens_OX=9606	2288988677	2224572145	2275658668	2064554659	2181501976	2040185346	2089224331	2093675468	2111407984	2016993685	2042097261	2033282642	2260221504	2079570149	2193802514	2047737102	1949289597	1926832668
Q13263	TRIM28	Transcription_intermediary_factor_1-beta_OS=Homo_sapiens_OX=9606	1320877679	1315273686	1321229386	1304439750	1307906121	1340450799	1349589915	1423969152	1416099876	1488425012	1284773660	1405165874	1275854891	1199295645	1286191172	1170137077	1152936643	1183003434
P49736	MCM2	DNA_replication_licensing_factor_MCM2_OS=Homo_sapiens_OX=9606	2076381272	2137626044	2108077084	2127277249	2252515511	2268509824	1737700365	1771899650	1858396607	1973491502	1765818176	2045902662	1283183737	1201173653	1180928306	1180388631	1142416334	1152262258
Q92673	SORL1	Sortilin-related_receptor_OS=Homo_sapiens_OX=9606	610203006	679237938	1664453872	562190139	575341280	1222411050	589983779	1540787868	590299467	556018721	571055330	535878419	874263875	918159075	897008379	1944665238	827128861	836887708
Q99798	ACO2	"Aconitate_hydratase,_mitochondrial_OS=Homo_sapiens_OX=9606"	2380128035	2485334749	2426715696	2521875176	2362248670	2460229514	2044414161	3011965032	2054987362	2039454703	2126496939	2023348231	3203147934	3200286014	3146980102	2994517575	3009058034	3094774992
Q13509	TUBB3	Tubulin_beta-3_chain_OS=Homo_sapiens_OX=9606	385461544	406001258	392056195	483877517	449490364	419353403	584367351	571894421	590731779	569389336	478606732	573472608	357823574	311646717	343918044	271437819	312809802	285571957
O60610	DIAPH1	Protein_diaphanous_homolog_1_OS=Homo_sapiens_OX=9606	868119636	858004070	875668461	728823576	755502195	755545260	865623958	783183801	822007916	758779309	827897710	796852153	1163346321	1085940196	1164324881	990980146	1002821282	964163909
P15311	EZR	Ezrin_OS=Homo_sapiens_OX=9606	4816121985	4751839603	4755899041	6115249147	6027518074	5879778646	5252278755	5362075980	5077097356	6379679934	7389801358	6969610129	5312359514	5012868923	4989751574	7219170045	7379873380	7520044917
Q14566	MCM6	DNA_replication_licensing_factor_MCM6_OS=Homo_sapiens_OX=9606	3464307427	3334289046	3486278672	3664062782	3634865150	3515098802	3244404301	3198464414	3207683482	3114450080	2955401612	2962408710	2150270417	2197863857	2229842462	2193989531	2127199344	2193172875
Q01813	PFKP	"ATP-dependent_6-phosphofructokinase,_platelet_type_OS=Homo_sapiens_OX=9606"	1808345678	1847013232	1962461019	2082704698	2112310231	2066166472	1851698688	1859656644	1871900762	2138616649	1982493938	1997836107	2180324058	2123679201	2207450958	2100845441	2134403079	2151424848
P56192	MARS1	"Methionine--tRNA_ligase,_cytoplasmic_OS=Homo_sapiens_OX=9606"	1578699629	1573748151	1565453921	1481858531	1518374253	1504319511	1422916710	1336558598	1400078524	1403546078	1483040095	1501135755	1520833416	1569244452	1552628583	1417723350	1380191693	1393455600
P00558	PGK1	Phosphoglycerate_kinase_1_OS=Homo_sapiens_OX=9606	7457289748	7730015821	7780759145	6653295359	6796434023	6655378380	8506089538	8621797332	8777173148	8041058406	7959997313	8159018102	9860797584	9862430541	9810848207	8373404825	7687357588	7672088790
O95347	SMC2	Structural_maintenance_of_chromosomes_protein_2_OS=Homo_sapiens_OX=9606	5577006362	4588725652	5705225626	3449049915	4453718908	3518792588	4178287008	4018361589	3585925581	2453654461	3462268939	3154788577	3859954202	3411233633	3146527983	3389341699	3310100398	3379690822
Q5VYK3	ECPAS	Proteasome_adapter_and_scaffold_protein_ECM29_OS=Homo_sapiens_OX=9606	1009280022	1035889304	1077882577	858889153	927254458	893590445	1125376750	1102409036	1093028511	849682567	922863708	915476027	1063473296	1063878634	1015909808	912675613	877794131	880954158
P42858	HTT	Huntingtin_OS=Homo_sapiens_OX=9606	223719342	290564715	276068473	307187645	490936836	482610175	305921915	294834972	299383337	565092823	320913098	372810307	317565027	286700044	301495014	484702120	371649053	534667753
Q9NTJ3	SMC4	Structural_maintenance_of_chromosomes_protein_4_OS=Homo_sapiens_OX=9606	1519721778	1452098884	1503256057	1413886955	1448113269	1438550069	1293992461	1178873059	1200035708	1093008199	1090952902	1129763027	1016296682	1069969652	983186610	913520234	911467543	891227750
Q71U36	TUBA1A	Tubulin_alpha-1A_chain_OS=Homo_sapiens_OX=9606	2389567048	3138994851	2551727207	1818429867	2324669706	2322046663	2754661441	2739900023	2811086567	2617912649	2312146324	2585174945	2806138259	3372014789	3261787666	2414464033	2268044435	2249083097
O43143	DHX15	Pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_DHX15_OS=Homo_sapiens_OX=9606	1825629794	1935817860	1954133815	1946246858	1954129818	2044234275	1586120252	1576941999	1688275014	1861571905	1717128550	1823533680	1613792771	1516226472	1504089203	1454988309	1482798258	1423723868
P35908	KRT2	"Keratin,_type_II_cytoskeletal_2_epidermal_OS=Homo_sapiens_OX=9606"	2573512978	2731996425	2747315942	1996429801	2112593038	2082874470	3332875978	3356853005	3374642411	2525938399	2473099922	2527226061	3143599822	3028590029	3085078280	2320745089	2388949004	2331260862
P13010	XRCC5	X-ray_repair_cross-complementing_protein_5_OS=Homo_sapiens_OX=9606	3525238308	3391033216	3327894648	3600016047	3271738607	3292915726	2832839760	2797698515	2938142682	3121426418	2803511516	3131308349	2819505025	2652816424	2712762072	2928560833	2744815328	2911590120
Q7KZF4	SND1	Staphylococcal_nuclease_domain-containing_protein_1_OS=Homo_sapiens_OX=9606	2343086074	2405656249	2439327695	2502187247	2403109372	2365584562	1982200830	1946155309	1981088766	2218237737	2084788629	2250853822	1836031712	1755063148	1657639940	1785836247	1789799962	1770782767
Q04637	EIF4G1	Eukaryotic_translation_initiation_factor_4_gamma_1_OS=Homo_sapiens_OX=9606	1109171199	1117367474	1198059734	1237177744	1377069089	1330568743	1125143344	1104723771	1120432060	1347226693	1281835212	1350050880	1052728169	976512235	950971403	1109645127	1120424241	1121886613
Q9UQE7	SMC3	Structural_maintenance_of_chromosomes_protein_3_OS=Homo_sapiens_OX=9606	1449436975	1346291907	1404999058	1115876464	1201592953	1182117945	1131066328	1206704671	1146606487	1055837916	1286144715	1102440754	1126896770	1105437370	1155798765	939382515	943409939	862781651
P14625	HSP90B1	Endoplasmin_OS=Homo_sapiens_OX=9606	2178658594	2124356930	2119059149	1785246621	1613619426	1618981130	1939494914	2008320112	1991019868	2029798075	2079274329	2004866455	2859596403	2880416786	2859635084	2749544614	2665564050	2604736781
P43243	MATR3	Matrin-3_OS=Homo_sapiens_OX=9606	1612802095	1562851179	1636883598	1503389488	1560451206	1497484292	1519442485	1529479456	1553069804	1666595025	1624760413	1620359036	1327209573	1229616749	1250984183	1217647862	1277369452	1284609768
P26358	DNMT1	DNA_(cytosine-5)-methyltransferase_1_OS=Homo_sapiens_OX=9606	989592476	936309341	932689114	949126884	934239077	933028462	800287353	755814349	791837612	806007959	766900396	783087236	627851021	600689477	620379181	559775157	565759358	546605824
Q14683	SMC1A	Structural_maintenance_of_chromosomes_protein_1A_OS=Homo_sapiens_OX=9606	1124882903	1129082798	1157327246	1133452848	1176859781	1174359580	921518507	943167339	901147498	969168726	962698587	935984728	893223222	875167356	914721327	817139059	812270346	814422660
P04264	KRT1	"Keratin,_type_II_cytoskeletal_1_OS=Homo_sapiens_OX=9606"	9825202431	9777642469	9991007346	7300543939	7683510927	7365075982	11866734951	11709012307	11619156132	10558239960	9235281865	10832568839	12835205791	12382105282	19592741539	8221781976	9108712244	7951541947
P35527	KRT9	"Keratin,_type_I_cytoskeletal_9_OS=Homo_sapiens_OX=9606"	4268164580	4491611541	4710452237	3207283669	3243895292	3091199979	4662831247	4711880774	4323200990	3586509052	3761074486	3915903047	6236005419	6060678434	5881681023	3762405535	3637365010	3690836885
P14866	HNRNPL	Heterogeneous_nuclear_ribonucleoprotein_L_OS=Homo_sapiens_OX=9606	2630542348	2805243539	2638438203	2795971378	2596831194	2559544036	2147529398	2168094204	2144672838	2258236286	2115806223	2219367835	2148081180	2049109594	1959889329	2021876603	1933324972	1925368422
Q16531	DDB1	DNA_damage-binding_protein_1_OS=Homo_sapiens_OX=9606	1355171793	1410199056	1407409607	1473736987	1325570169	1418524802	1469408964	1363543169	1432398842	1500131239	1310663026	1457384508	1769557332	1712801689	1758774538	1669841022	1578706372	1733224581
P12956	XRCC6	X-ray_repair_cross-complementing_protein_6_OS=Homo_sapiens_OX=9606	3029308265	3013198465	3059493499	3254805513	3236162975	3232369162	2498778091	2543539236	2565119228	3046258497	3017398852	3125730160	2571726416	2502432313	2651316668	2742043148	2672156199	2617776886
O95602	POLR1A	DNA-directed_RNA_polymerase_I_subunit_RPA1_OS=Homo_sapiens_OX=9606	2328062355	2312956919	2379333109	1987199498	1949829813	1889449592	2093699056	2151575095	2067909019	2017160917	2323252348	2122473675	2522578162	2728429025	2742933319	2128039800	2139060341	2147212893
P33992	MCM5	DNA_replication_licensing_factor_MCM5_OS=Homo_sapiens_OX=9606	1882043528	1983745445	1917614134	2049189203	2021810253	2104901116	1581045802	1650405304	1602745132	1780711971	1746330490	1851670356	1127316119	1137031473	1125271299	1135668332	1115479234	1104388151
P55786	NPEPPS	Puromycin-sensitive_aminopeptidase_OS=Homo_sapiens_OX=9606	1479008132	1413374278	1492268251	1333990751	1415513155	1484099299	1494351826	1429998324	1394987927	1496849751	1536879451	1403135032	1784227599	1706039703	1610546617	1619751659	1754220442	1731396125
P27797	CALR	Calreticulin_OS=Homo_sapiens_OX=9606	6740736508	6850305758	7040680219	5609531407	5371945964	5486796922	5458681715	5423693174	5312379846	5192236940	5708129825	5417343103	6137270064	5564104205	5920247175	6310814939	6025959742	6040730878
P50395	GDI2	Rab_GDP_dissociation_inhibitor_beta_OS=Homo_sapiens_OX=9606	3927872541	4129762775	4023168514	4176426315	4124250542	4078733293	5193169613	5365769995	5471824806	5106610032	4724893683	5069960532	4035522374	4063834624	4072869326	5346574563	5407019639	5566848860
Q9BQE3	TUBA1C	Tubulin_alpha-1C_chain_OS=Homo_sapiens_OX=9606	24432282508	24562091264	23173443290	20526701318	20820171956	20535224895	23699940598	21964380959	23235744863	20082819645	19661318363	20996889139	21843100723	23443971183	23303769079	19155064929	19137632516	18845723997
O60841	EIF5B	Eukaryotic_translation_initiation_factor_5B_OS=Homo_sapiens_OX=9606	733959458	733350780	700508087	758434973	736718065	739296035	588522672	621601438	586671128	654098761	578620255	602579606	522005917	515316347	513877412	473739891	514481087	524820451
Q99832	CCT7	T-complex_protein_1_subunit_eta_OS=Homo_sapiens_OX=9606	3791422181	3700280008	3840038628	3694674891	3596789786	3505980138	3916527331	3908945568	3941465005	4139238562	4281370595	4376228613	4396832492	4495195168	4279355834	4522184773	4424837326	4460728822
P78347	GTF2I	General_transcription_factor_II-I_OS=Homo_sapiens_OX=9606	2036816899	2339845586	2313729438	2068823227	1949755947	1998896033	2490308783	2405623846	2430763255	2121262254	2176971949	2068046212	2059768925	1938238312	1956598373	2071992638	1993046228	1932898583
Q93009	USP7	Ubiquitin_carboxyl-terminal_hydrolase_7_OS=Homo_sapiens_OX=9606	620289012	692305707	671008090	670022317	615939509	574616910	703536517	674228322	659452132	673590043	734766578	730972882	863816501	833119947	888191674	884977297	901261973	888938084
P50851	LRBA	Lipopolysaccharide-responsive_and_beige-like_anchor_protein_OS=Homo_sapiens_OX=9606	524422271	588571735	543522328	486348445	430880727	478070123	585183022	597150300	589838151	466067438	471956527	481003386	606266502	606180098	648094606	492285495	454667102	452604600
Q15021	NCAPD2	Condensin_complex_subunit_1_OS=Homo_sapiens_OX=9606	807211089	842989233	842569144	959171876	975114067	1004567280	826636538	839073316	844622242	1015263452	941666105	940099189	725384611	782383485	753435634	821944435	853558768	849756367
Q16555	DPYSL2	Dihydropyrimidinase-related_protein_2_OS=Homo_sapiens_OX=9606	1634163370	1874611296	1669334482	1817313153	1894946549	1926969822	1939269333	1934992833	1966422608	1978546928	1922501534	1983171753	1855538559	1827982563	1837592812	1784196893	1777252177	1763394660
P12268	IMPDH2	Inosine-5'-monophosphate_dehydrogenase_2_OS=Homo_sapiens_OX=9606	2846572778	2905790029	2920736118	3268191311	3289711711	3224753364	2699185261	2708048038	2653983314	2545235371	2474684146	2473598031	2722889003	2605307019	2787688570	2430548923	2607183724	2587807873
A0AVT1	UBA6	Ubiquitin-like_modifier-activating_enzyme_6_OS=Homo_sapiens_OX=9606	573330091	614762832	593458517	636560999	648172833	685449513	448148039	500004096	494663130	588486924	540033757	552150257	698113265	678573402	670700414	620267622	658221230	670570587
P06733	ENO1	Alpha-enolase_OS=Homo_sapiens_OX=9606	11138049495	10652169328	10830868911	12654549178	13417494397	13570647880	16367498914	16266628941	16612387397	17513076483	16574011376	16126336173	11781594445	12450964060	12188399224	16509918536	16078401066	16002203447
P40227	CCT6A	T-complex_protein_1_subunit_zeta_OS=Homo_sapiens_OX=9606	4541936647	4688962152	4638245638	4314314483	4408523995	4324256992	5036541445	5189008188	5316578927	5214980167	5037330751	5005062198	5020991877	5110318706	5230779635	4862295912	4900342324	4883622669
Q9UIG0	BAZ1B	Tyrosine-protein_kinase_BAZ1B_OS=Homo_sapiens_OX=9606	675384404	656018419	664149719	729095642	708440354	702352698	499643531	574310788	508099916	604315063	589084231	605406013	440020736	482252250	415332673	393282926	376572057	366955572
P34897	SHMT2	"Serine_hydroxymethyltransferase,_mitochondrial_OS=Homo_sapiens_OX=9606"	2993877961	2941523918	2971612032	4330532883	4015342822	4293628786	2617341690	2684963452	2670469301	3840463613	3622018878	3658429062	3498814644	3499722480	3399847531	4933414799	4789308677	4778291146
P25205	MCM3	DNA_replication_licensing_factor_MCM3_OS=Homo_sapiens_OX=9606	2096659883	1999199734	1992974741	2319767526	2310108152	2277923133	1653018474	1670582087	1644680857	1924936911	1773320897	1896214103	1168422918	1100237283	1113440048	1159562818	1170794919	1190962652
P68366	TUBA4A	Tubulin_alpha-4A_chain_OS=Homo_sapiens_OX=9606	1724340469	1837884091	1827824795	1602037400	1561313805	1607547299	1576522091	1530483961	1731722677	1564368416	1669533951	1645292400	1634882337	1877264129	1749192651	1473074189	1389145389	1424036193
Q7KZ85	SUPT6H	Transcription_elongation_factor_SPT6_OS=Homo_sapiens_OX=9606	352935161	377616396	371385297	366267943	361087700	350648118	350712430	337498130	323049286	328792761	331986403	367827398	304879238	303724487	326252644	289167253	296117371	297725957
P35573	AGL	Glycogen_debranching_enzyme_OS=Homo_sapiens_OX=9606	474887734	597798612	501115578	507176334	530650236	512612857	524316389	460413369	457301912	481381345	486819659	434829187	476502131	489233058	497416771	426449055	429644779	416907142
Q10567	AP1B1	AP-1_complex_subunit_beta-1_OS=Homo_sapiens_OX=9606	893041996	940764602	929982717	912688876	866017304	858121430	956532029	977513403	1008791922	1058047038	1098726132	1125626031	1131477282	1097174350	1127091488	1164196470	1175922695	1147224133
Q99460	PSMD1	26S_proteasome_non-ATPase_regulatory_subunit_1_OS=Homo_sapiens_OX=9606	1168487002	1177487051	1157614294	1089750319	1101187010	1078586653	1035747912	998870588	992848767	1006413654	1057685807	1087776267	1180666501	1153881665	1144391699	1178164115	1187212769	1203680835
P13637	ATP1A3	Sodium/potassium-transporting_ATPase_subunit_alpha-3_OS=Homo_sapiens_OX=9606	426959704	345942506	449090930	368007769	417615405	398395909	333519087	298341195	336971757	278961694	289023623	286781664	503352058	547599883	498845812	519874769	514527424	503225352
P04075	ALDOA	Fructose-bisphosphate_aldolase_A_OS=Homo_sapiens_OX=9606	6505477103	6574891462	6695287068	6861773041	7048257640	6727179933	6366265226	6643027845	6472125421	7747375590	8864153027	8364003192	7071563574	6765985397	6744284168	9068014199	9195655908	9261289325
O00267	SUPT5H	Transcription_elongation_factor_SPT5_OS=Homo_sapiens_OX=9606	370951913	417383513	406926466	453226553	440279199	467371359	392145404	428946604	410584577	490787957	426294703	445471837	391435062	380379114	382789404	377232797	364924099	402406267
Q9H583	HEATR1	HEAT_repeat-containing_protein_1_OS=Homo_sapiens_OX=9606	761771255	703140089	780370387	663800022	746795609	634386427	614834398	604080113	701773282	601693091	606217998	618893825	618728265	569758491	550734974	498670509	499989391	490639524
O43491	EPB41L2	Band_4.1-like_protein_2_OS=Homo_sapiens_OX=9606	1522321430	1208107711	1460034929	1179019343	1339487833	1147033941	1168051002	1113904572	1102619943	1158046869	1211866796	1261882881	1268138650	1178408530	1159053663	1216692336	1217227138	1181843263
Q92614	MYO18A	Unconventional_myosin-XVIIIa_OS=Homo_sapiens_OX=9606	222434244	213388790	220574576	290783562	255140232	280000385	242353413	254358493	246493921	262747563	268519982	338299255	301761403	262072563	287549269	282327051	298171940	308357618
